text,label,length
authorities investigated a video showing violence in a public place,2,67
i m seeking advice on how to report online defamation,2,53
fraud case unauthorized loan created with stolen information,2,60
the appointed liquidator submitted a final report on the company s liquidation,1,78
the supplier was accused of committing commercial fraud through fake contracts,1,78
the case involves unpaid child support and financial neglect,0,60
a client is suing the e commerce company for selling a faulty product,1,69
the bankruptcy case focused on asset liquidation and debt repayment,1,67
what should i do to file an accident compensation claim,2,55
the court reviewed a complaint regarding violations affecting public safety,2,75
my husband insists on staying married despite our ongoing troubles,0,66
reputation damage occurred after someone shared private information without consent,2,83
the court handled a commercial dispute involving misuse of corporate funds,1,74
the user submitted a formal service complaint regarding system failure,1,70
the case concerns recognizing the child born outside of marriage,0,64
the woman sought annulment on the grounds of deception,0,54
i m planning to adopt and would like advice on the process,0,58
the court reviewed evidence related to a hospital error during surgery,2,70
company breach of warranty,1,26
my personal details were stolen and used without my permission,2,62
can i file a case for defamation if someone spreads false info about me online,2,78
she filed for custody transfer claiming better living conditions for the child,0,78
the private clinic faced legal action for malpractice performed by its staff,1,76
the client refused to pay after i delivered the completed software,1,66
a human rights complaint was submitted regarding unfair treatment by officials,2,78
i m reporting that my ex partner kidnapped our child after losing custody,0,73
i want to take legal action against my tenant for nonpayment of rent,1,68
i want to know the right process for writing a will that protects my assets,0,75
i was targeted by online abuse and want to report it,2,52
i m seeking legal advice about drafting and registering my will,0,63
i noticed a fraudulent transaction in my bank account,2,53
authorities reported a serious driving offense for running a red light,2,70
i m seeking legal advice about reporting a cyber fraud case involving my data,2,77
the ministry granted foster parent status after background checks,0,65
i want to know how to resolve divorce issues peacefully through mediation,0,73
the contractor didn t complete the renovation work as agreed,1,60
i m looking for a lawyer to help me draft my will properly,0,58
partnership dispute one partner claims the other kept most of the earnings,1,74
my spouse refuses to pay alimony even after the court order,0,59
the husband demanded custody transfer due to neglect by the mother,0,66
the judge prioritized resolving welfare concerns before deciding custody,0,72
the accused denied involvement in any act of commercial fraud,1,61
a custody conflict between the parents following their divorce,0,62
the case involved misuse of funds belonging to an incapacitated individual,0,74
the shareholders demanded enforcement of their investor rights,1,62
the case involves identity theft and unauthorized financial activity,2,68
the customer filed a case after discovering a serious product defect,1,68
the case involves unlawful building on government property,2,58
breach of employment terms by company need legal guidance,1,57
a data protection complaint was filed against a business that leaked client records,1,83
ending the marriage,0,19
the financial agreement outlined payment schedules and profit sharing terms,1,75
i ve been in a custody dispute with my ex since the divorce,0,59
i want to know how to protect myself from an unlawful eviction,2,62
the company was fined for failing to comply with data protection regulations,1,76
disagreement about child custody once the marriage ended,0,56
my personal information was stolen online and i need legal support,2,66
i m filing a claim because the company didn t respect my job terms,1,66
the case involves online defamation and public humiliation,2,58
the husband and wife agreed on the termination of their marriage,0,64
i want to report an online store for refusing to refund after a wrong delivery,1,78
a company was fined for selling goods under an imitated brand,1,61
i need to know how to take action against harassment at my workplace,2,68
the court handled a case involving the return of the dowry amount,0,65
my data was leaked and used for unauthorized transactions,2,57
i want to know how to make my ex comply with the payment order,0,62
i m seeking help to make my spouse comply with alimony payments,0,63
i m planning to sue a user for defaming me through social media posts,2,69
i want to claim financial support for my children from their father,0,67
my visa process has problems and i want to know my options,2,58
a joint request for divorce by mutual consent was submitted,0,59
the court reviewed medical reports related to the physical attack,2,65
a dispute arose regarding the theft of confidential business files,1,66
my client failed to pay and breached the software service agreement,1,67
i m fighting to keep my kids but my ex keeps taking me to court,0,63
can i take legal action if my neighbor builds a wall on my property,2,67
someone spread false information about me online and i want to take legal action,2,80
i want to know my rights after a car accident where the other driver refuses to pay,2,83
unlawful rent hike landlord increased rent beyond the contract terms,1,68
the case involves an unlawful eviction threat from the property owner,2,69
the mother argued that staying with her serves the child s best interest,0,72
she reported an online threat sent through social media messages,2,64
a property dispute arose among siblings over the land left by their parents,0,75
my bike got stolen and i m not sure what legal steps to take,2,60
the victim demanded compensation for harm suffered due to medical negligence,2,76
the case is about theft of personal property from a residential area,2,68
i need guidance on how to continue the adoption after a rejection,0,65
i need legal help to make my landlord handle the required maintenance,1,69
the court handled an insolvency case involving multiple creditors,1,65
the apartment has leaks and damage and the owner won t respond,1,62
a dispute arose between the seller and buyer on an online marketplace,1,69
the organization was accused of negligence in orphan care management,0,68
the case involves unfair practices that violated the investor s legal rights,1,76
i m seeking legal advice about filing a copyright infringement claim,2,68
i want to know how to submit an official accident compensation request,2,70
the parties reached a settlement and renewed their financial agreement,1,70
a lawsuit was filed for violating the registered patent of a competitor,1,71
the dispute involves a wall constructed over someone else s property line,2,73
the court investigated claims of fake contracts between the partners,1,68
data breach by employee looking for legal options,1,49
a conflict emerged over the valuation and division of assets,0,60
the beneficiaries disagreed on how the family endowment should be managed,0,73
i want to report my landlord for illegal behavior toward tenants,1,64
my husband still doesn t want a divorce no matter how bad things get,0,68
the wife applied for legal dissolution of the marriage,0,54
she filed a case to terminate the marital relationship,0,54
the company launched an investigation into violence between two employees,1,73
he reported an assault after being attacked by an unknown person,2,64
the court handled a case involving serious traffic violations,2,61
i need legal help because my neighbor destroyed my property s trees,2,67
the factory faced legal action for causing pollution near residential areas,1,75
a case was opened due to cyber privacy violations on a public platform,2,70
i need legal advice about unauthorized withdrawals from my bank,2,63
i m living in poor conditions because the landlord won t repair the damage,1,74
wrongful termination case employee fired without legal cause,1,60
employee wrongfully terminated,1,30
my siblings and i can t agree on how to split our parents property,0,66
my husband refuses to separate even though we argue all the time,0,64
the court appointed a trustee to oversee the company s bankruptcy case,1,70
cybercrime report needed,2,24
he accused the suspect of violating his basic human rights,2,58
i m having constant noise problems with my neighbor and it s getting worse,2,74
i m filing a complaint because my ex partner stopped paying alimony,0,67
the company managing the clinic was criticized for repeated hospital errors,1,75
the court decision focused on regulating parental access,0,56
the court evaluated which parent could better meet the child s needs,0,68
she filed a complaint after receiving threats and violence online,2,65
i m asking the court to investigate hidden assets my spouse kept during the divorce,0,83
my neighbor started building right on the boundary and i believe it s illegal,2,77
the court reviewed a case involving a health risk caused by a private business,1,78
there s a business conflict about how much profit each partner should receive,1,77
the company entered liquidation after years of financial decline,1,64
the inheritance conflict has caused major tension among relatives,0,65
the case involves a request to overturn a previous court decision,2,65
my company is in conflict with a vendor about contract interpretation,1,69
the tenant is suing the landlord for not returning the security deposit,1,71
what can i do if my contractor doesn t complete my home renovation,1,66
authorities warned citizens about rising cyber privacy risks,2,60
my spouse is hiding assets during our divorce process,0,53
music copyright case disagreement over ownership and usage rights,2,65
the case involves conflict between siblings about family land ownership,0,71
the husband approached his ex wife to reconcile and remarry her,0,63
my husband won t give me a divorce even though things aren t working,0,68
the client agreed to all terms but still refuses to make it official,1,68
lost my legal documents need urgent assistance to get new ones,2,62
my business agreement was broken and i need guidance on next steps,1,66
illegal eviction case tenant seeks legal assistance,1,51
the care decision included supervision terms for both parents,0,61
i m filing a case to demand child support from the father,0,57
the court reviewed evidence related to the stolen property,2,58
i need legal advice because the repair shop won t fix my car under warranty terms,1,81
i found my images being shared on a website without my consent,2,62
the court reviewed a case involving a breach of privacy within a corporate system,1,81
a dispute arose between the franchisor and franchisee over payment terms,1,72
i want to transfer my child to a different school after the divorce,0,67
the victim reported intimidation after receiving threatening messages,2,69
the companies are in a legal disagreement due to failure to meet shipping deadlines,1,83
the theft occurred late at night while the family was asleep,2,60
employee stole company data,1,27
the father denied all allegations of welfare concerns against him,0,65
a case was raised concerning repeated product complaints from buyers,1,68
i m seeking legal guidance before starting divorce mediation,0,60
someone copied my content without permission and i want to take action,2,70
what are my options if i was injured at work and need compensation,2,66
the company filed a complaint after receiving extortion threats from a competitor,1,81
a case was opened after an incident that endangered public safety,2,65
someone stole my bike in the neighborhood can i take legal action,2,65
the case involves violation of employment terms by a company,1,60
a person posted lies about me online damaging my reputation,2,59
she accused the clinic of medical negligence after receiving incorrect treatment,2,80
i want divorce,0,14
the case involves a custody issue between parents,0,49
the court decided to withdraw custody due to child neglect,0,58
the court postponed the final care decision pending investigation,0,65
the victim filed a case after suffering a physical attack from a stranger,2,73
i want to report identity theft and recover my lost funds,2,57
the case involved a divorce finalized by mutual agreement,0,57
i m having issues with my business partner about sharing the profits,1,68
my child was taken by the non custodial parent without permission,0,65
both parties agreed to renew the distribution contract for another year,1,71
the investor filed a case claiming violation of investor rights,1,63
a driving offense was recorded against a vehicle owned by a transportation company,1,82
proving paternity of a child,0,28
my husband refuses to let our marriage go even though we have constant problems,0,79
a charity reported embezzlement after discovering missing donations,2,67
the daughter objected to being excluded from her father s will,0,62
company not honoring warranty claims,1,36
what s the legal process for adopting a child i need help,0,57
i m planning to file for custody and need help with the process,0,63
the shareholders demanded accountability for misuse of company funds,1,68
i m seeking legal advice about collecting overdue child support,0,63
the supplier accused the client of breaching payment terms,1,58
the other driver blames me for the crash but it wasn t my fault,2,63
i want to report a contractor for failing to meet the renovation contract terms,1,79
the case involves financial fraud and an unauthorized payment,2,61
i want to change my child s school after divorce,0,48
i m filing a complaint because the repair shop won t honor the warranty,1,71
i need guidance on how to remove my photos and file a complaint,2,63
the court reviewed evidence related to a serious fraud case,2,59
what are my options if the other parent refuses to pay child support,0,68
the renter is refusing to pay despite several reminders,1,55
the bank initiated legal action following the client s insolvency declaration,1,77
creditors filed a petition to initiate company liquidation,1,58
the partner was sued for not performing his agreed business obligations,1,71
the user spread harmful content that affected my reputation,2,59
the case involves an employer who didn t meet the conditions in the job contract,1,80
she submitted an injury claim after slipping in a public area,2,61
tenant didn t pay rent and i need to know my legal rights,1,57
i m taking the father to court because he hasn t provided child maintenance,0,75
i lost my passport abroad what should i do,2,42
i need legal advice because my neighbor s construction is invading my property,2,78
the court reviewed evidence related to a data breach caused by weak security,2,76
workplace discrimination case,2,29
my employer broke the contract and didn t meet their obligations,1,64
he reported a physical attack after being assaulted late at night,2,65
business conflict over trademark usage,1,38
client refusing to sign contract after agreement,1,48
the company filed a case against its supplier for failing to deliver goods,1,74
i m looking for advice about a land ownership conflict with my neighbor,2,71
i need legal help because my landlord keeps breaking tenant laws,1,64
the tenant is demanding the court to order the landlord to refund the deposit,1,77
she felt unsafe after receiving a threat from a former friend,2,61
i m asking for help to report an internet fraud case,2,52
a legal notice was issued concerning the service dispute,1,56
the store refused to refund or replace a defective product,1,58
a legal dispute arose concerning the withdrawal of child custody,0,64
my husband won t consider divorce even after everything we ve been through,0,74
what should i do if i m being defamed through workplace emails,2,62
a case was filed after repeated traffic violations caused an accident,2,69
a case was opened due to the failure to follow data protection standards,2,72
custody dispute parents fighting for care of a teenage child,0,60
my neighbor crossed the boundary and cut down several trees from my yard,2,72
the business faced insolvency due to poor cash flow management,1,62
my warranty should cover this issue but the repair shop won t do it,1,67
the board meeting ended without resolution due to management conflicts,1,70
i purchased something online but it didn t work properly when it arrived,1,72
i misplaced my passport during travel and don t know what to do next,2,68
the case involves misuse of funds collected for humanitarian purposes,2,69
i m seeking legal advice about distributing a family estate,0,59
the client reported a product complaint about poor quality materials,1,68
what can i do if i m being discriminated against at work,2,56
what can i do if my spouse refuses to pay alimony,0,49
the case involves a personal injury that happened in a public location,2,70
the case involves online misuse of personal photos and privacy violation,2,72
i m seeking legal advice about a contractor refusing final payment terms,1,72
what are my options if my family won t divide the inherited property,0,68
community members requested tighter security due to increasing violence,2,71
i want to enroll my child in a new school now that the divorce is finalized,0,75
i want to know how the court decides who gets what after separation,0,67
i need legal help because my builder is asking for more money than agreed,1,73
the consumer protection agency investigated the company for hidden product defects,1,82
the board members requested arbitration to end the company dispute,1,66
i m asking for legal advice about recovering unpaid utility charges,1,67
a case was filed to establish the family identity of the newborn,0,64
the ceo resigned due to an ongoing management conflict,1,54
my coworker keeps making inappropriate comments toward me,2,57
i want to register my new business and need advice,1,50
he admitted to the driving offense during the investigation,2,59
i m having a dispute with a supplier over the terms of our contract,1,67
the audit revealed strong evidence of financial crime within the corporation,1,76
landlord tenant dispute over property damage and unpaid repairs,1,63
the partners signed a financial agreement to manage shared investments,1,70
she demanded stronger data protection after repeated privacy concerns,2,69
i m seeking legal advice on resolving a client dispute about service terms,1,74
the court handled a dispute regarding the child s family identity,0,65
authorities issued a warning after several threat reports in the area,2,69
can i take legal action if someone uses my copyrighted work on the internet,2,75
i m requesting the court s consent to change my child s school due to the divorce,0,81
a case was filed to issue new legal documentation after marriage dissolution,0,76
the investigation revealed a major health risk affecting several households,2,75
a complaint was filed after personal data misuse by a business employee,1,71
she demanded recognition of her marriage through legal proof,0,60
a resident filed a complaint about a situation that threatened public safety,2,76
the court handled a commercial case involving stolen property from a shipment,1,77
my employment rights were breached by the company,1,49
i m seeking advice about child custody arrangements after separation,0,68
a dispute arose over who should care for the incapacitated individual,0,69
the case focuses on illegal transfers and manipulation of financial records,1,75
the couple decided to end their marriage legally,0,48
noise dispute neighbor refuses to cooperate after multiple warnings,2,67
harassment in workplace,2,23
the mother denied the father s contact rights without a legal reason,0,68
a legal case was opened due to recurring payment issues,1,55
a legal case was filed to resolve an internal company dispute,1,61
another artist is claiming credit for my original music,2,55
my spouse hiding assets during divorce,0,38
i want to take legal action for defamation in internal office emails,2,68
the case concerns establishing custodianship for property and personal care,0,75
she received a ticket for a driving offense involving speeding,2,62
the company filed a case against the client over a service dispute,1,66
vehicle accident with uninsured driver,2,38
car accident case both sides claiming the other is responsible,2,62
i m seeking legal advice because my partner is committing tax fraud,1,67
the case involves verbal and physical assault committed against the victim,2,74
i want to get my money back from a scammer who sold me a fake item,1,66
the disagreement centers on dividing the company s income among partners,1,72
car accident dispute who pays for damages,2,41
the case highlights the importance of preserving the child s emotional stability,0,80
i m asking for advice on how to claim a refund for an incorrect order,1,69
my husband won t agree to end things between us even though nothing s working,0,77
the case involves intimidation intended to cause fear and psychological harm,2,76
i need legal help because i was falsely accused of shoplifting,2,62
the court required legal paperwork to process the family case,0,61
the case involves false accusations shared by email within the office,2,69
authorities investigated the living conditions of children under orphan care,0,76
i m planning to appeal a recent judgment made against me,2,56
the buyer demanded a refund for a product defect under warranty,1,63
the case involves online fraud and unauthorized data access,2,59
a report highlighted severe environmental damage that impacted public health,2,76
the couple decided to end their marriage by mutual consent,0,58
divorce settlement negotiation,0,30
the online seller disappeared after receiving payment,1,53
a case was opened after rumors spread resulting in reputation damage,2,68
a theft case was filed after items were stolen from a parked car,2,64
they resumed their relationship and sought legal confirmation of reconciliation,0,79
i believe my partner is concealing money and property in the divorce,0,68
the heirs disputed the distribution of property stated in the will,0,66
the client ignored the contract conditions and used my code illegally,1,69
the mother requested the court to restrict the father s visitation rights,0,73
dispute over unpaid rent,1,24
a complaint was filed against a platform for failing to protect user cyber privacy,1,82
i m in a contract dispute with a client over a software development project,1,75
can i take legal action if my partner refuses to share business profits,1,71
a case concerning the termination of marriage was recorded,0,58
i need legal help because the client broke our software license agreement,1,73
the case involves data theft and violation of company policy,1,60
i want to report my partner for concealing earnings from the tax office,1,71
i need advice on how divorce mediation works,0,44
a legal notice was issued regarding a commercial loan dispute,1,61
contract dispute disagreement between business and supplier,1,59
the factory faced legal action for violating environmental safety regulations,1,77
the husband and wife filed for divorce with mutual consent,0,58
i m requesting the court to order the father to provide child maintenance,0,73
the court reviewed a fine issued for ignoring official instructions,2,67
the court reviewed a case concerning the care of an orphaned child,0,66
the property owner refuses to follow the rental agreement,1,57
the company applied for a patent to secure its new technology,1,61
a customer reported a physical attack by a staff member in the store,1,68
a case was opened due to personal data misuse involving leaked photos,2,69
the paternity case aimed to confirm the child s lineage officially,0,66
legal dispute concerning custody rights after divorce,0,53
i m looking for legal advice about enforcing a software agreement,1,65
i need legal help to stop illegal construction in a public space,2,64
i m asking for legal advice about handling theft within the company,1,67
i filed a request to consult a lawyer on how to complete my divorce fast,0,72
the drivers are in conflict about who should handle the repair costs,2,68
a commercial case was filed against a law firm accused of malpractice,1,69
someone posted my personal photos online without my permission,2,62
purchase dispute goods not delivered after payment,1,50
the court reviewed evidence showing misuse of funds in a community project,2,74
the stolen property was identified by the owner and returned to him,2,67
creditors demanded repayment after the official insolvency notice was issued,1,76
the wife filed a case seeking annulment of her marriage,0,55
the company faced legal action for creating a health risk near residential areas,1,80
the court approved the couple as legal foster parents for the child,0,67
what should i do if a retailer refuses to resolve my complaint,1,62
the case focuses on copyright and trademark issues between the two parties,1,74
the former partner kept all the earnings and i want to take action,1,66
i need legal help because a person on social media damaged my reputation,2,72
i m trying to recover from identity theft and want to know the right steps,2,74
a witness claimed to have seen someone committing the theft,2,59
a competitor was accused of intentionally causing reputation damage to the brand,1,80
i need legal help because the business ignored my valid warranty request,1,72
the partners are arguing over the distribution of business earnings,1,67
i believe the judgment was wrong and want to take further action,2,64
the case was about proving that the marital bond had been dissolved,0,67
software development dispute client breached contract terms,1,59
the supplier failed to deliver goods as stated in the distribution contract,1,75
the court investigated claims of brand imitation and unfair competition,1,71
i need legal advice to handle a worker who spent company funds improperly,1,73
i need legal approval to move my child to another school post divorce,0,69
i need legal advice about becoming the guardian of a minor,0,58
the accountant was arrested on charges of financial crime and document forgery,1,78
the man claimed that online posts caused serious reputation damage to him,2,73
the case is about an unfair dismissal that violated the employment contract,1,75
i want legal advice about claiming my rights in my parent s estate,0,66
i m seeking help to recover money lost in a fraudulent bank payment,2,67
the court reviewed evidence showing a serious violation of privacy,2,66
partnership disagreement over profit distribution,1,49
authorities opened an investigation into an assault incident at a park,2,70
the creditor accepted partial repayment under a formal debt settlement,1,70
an employee claimed he was targeted with extortion inside the workplace,1,71
both parties agreed to resolve the service dispute through arbitration,1,70
unpaid freelance job the client didn t honor the payment agreement,1,66
what should i do if my personal data was used in online fraud,2,61
the firm s bankruptcy case involved millions in unpaid loans,1,60
the company was issued a fine for failing to meet safety standards,1,66
profit sharing dispute between business owners seeking legal resolution,1,71
the company accused its partner of actions that caused financial loss,1,69
someone uploaded my music online without giving me credit,2,57
the supplier was charged with fraud for submitting falsified invoices,1,69
the patient filed a complaint after suffering injuries due to medical negligence,2,80
the court handled a dispute involving product defects and consumer harm,1,71
she sought official recognition of her child s identity and parentage,0,69
what should i do if someone is bullying me online,2,49
the court handled a dispute about a forged marital certificate,0,62
the police arrested a suspect involved in a street theft incident,2,65
my contractor won t finish the job until i pay extra,1,52
custody dispute between the parents after separating,0,52
a rental issue started after the landlord increased the rent without notice,2,75
the court granted the father limited access to his child,0,56
i need to file a report for a cybercrime that happened to me,2,60
a case was filed after financial losses caused by high business risk,1,68
their separation was peaceful and based on mutual consent,0,57
divorce mediation need advice on how to prepare and handle discussions,0,70
the woman filed a case to prove the existence of her marriage,0,61
i need help getting my money back after receiving the wrong product,1,67
i want to report my supervisor for repeated harassment,2,54
i believe my landlord violated the lease by increasing the rent,1,63
the firm faced legal action due to repeated traffic violations by its employees,1,79
the mother filed a lawsuit to determine paternity through evidence,0,66
the company faced legal action over intimidation in the workplace,1,65
contract dispute between two companies over delayed shipment,1,60
unauthorized image use personal photos uploaded illegally,2,57
i m seeking legal advice about enforcing a supply agreement,1,59
the supplier failed to deliver the goods on the agreed date,1,59
i was fired from my job without a valid reason,1,46
i think my neighbor is putting up a wall on my land without permission,2,70
the woman returned the dowry to finalize the divorce process,0,60
i need legal help to prove my spouse is hiding assets from me,0,61
authorities reviewed documents related to the registration of family identity,0,77
i want to create a will and need legal guidance,0,47
can i sue a tenant who damaged my property and won t pay for it,1,63
my product is under warranty yet the seller denied my claim,1,59
the employee was accused of misuse of funds donated to the charity,2,66
what can i do if i m being harassed at work i need advice,2,57
the care decision was based on the child s best interest,0,56
the case involves a disagreement between partners about shared income,1,69
i slipped and got hurt in a public area and i m thinking about legal action,2,75
what can i do if an employee misuses company funds,1,50
divorce,0,7
the driver was warned about traffic violations for blocking the road,2,68
i m looking for advice on how to challenge my unfair dismissal,1,62
the court handled a commercial theft case involving stolen goods,1,64
dispute over copyright infringement,2,35
the partners agreed to file for business dissolution after financial losses,1,75
a dispute arose over the authenticity of the marriage certificate,0,65
i want legal help to change my child s school because of the divorce situation,0,78
the wife faced custody withdrawal following repeated violations,0,63
i m filing a commercial case about a late delivery under a business contract,1,76
the firm demanded compensation for losses caused by brand imitation,1,67
i need help handling a customer dispute regarding a signed contract,1,67
a bankruptcy case was opened following severe financial losses,1,62
i want to report a client for nonpayment after project delivery,1,63
the account was frozen due to an unresolved bank issue,1,54
the agreement clearly defines exclusivity rights for authorized distributors,1,76
a legal claim was made over defective materials provided by the supplier,1,72
a complaint was filed regarding a property dispute in a residential area,2,72
the government imposed stricter laws to combat corporate financial crimes,1,73
what are my options if divorce settlement negotiations fail,0,59
he denied the divorce so she requested legal proof,0,50
i need legal help to win custody of my teenage child,0,52
ending marriage,0,15
i m seeking legal advice about trademark violation by a competitor,1,66
i want to know how to take action for unauthorized tree cutting,2,63
the case is about a false shoplifting accusation against an innocent customer,2,77
a supplier dispute arose due to poor product quality,1,52
what are my options if a client violates a software contract,1,60
i want to report identity fraud and stop unauthorized transactions,2,66
the investor claimed that the company concealed major business risks,1,68
he reported extortion after someone threatened to leak his personal information,2,79
the tenant filed a complaint claiming the landlord raised the rent illegally,1,76
i want to report my neighbor for damaging my land,2,49
some important papers went missing and i want to know how to get copies,2,71
the court approved the liquidation of the bankrupt firm,1,55
i worked as a freelancer but the client refused to send the payment,1,67
we discovered that one of our workers copied sensitive business files,1,69
i m seeking help to resolve a property dispute after our parent s death,0,71
what should i do if there s a contract dispute over software development,1,72
the case involves a workplace accident and a compensation request,2,65
i want to know how to officially report a scam that happened online,2,67
my landlord said they ll change the locks if i don t leave need help,2,68
the wife sought to update her family identity after marriage,0,60
disagreement between divorced parents about raising their children,0,66
our employee accessed confidential records and shared them illegally,1,68
what should i do if there are issues with my adoption process,0,61
i want a divorce from my wife,0,29
service contract complaint customer claims breach of agreement,1,62
i m requesting a dna test to establish the child s paternity,0,60
i moved out but my landlord still hasn t returned my security deposit,1,69
there is tension between the spouses leading to a legal dispute,0,63
the case involves unpaid utility bills by a tenant,1,50
the man was summoned for questioning in a paternity dispute,0,59
the police investigated a threat made against a resident in the neighborhood,2,76
the court granted the father weekly contact rights,0,50
i m asking for advice about forcing a landlord to fix unsafe conditions,1,71
he accused the suspect of using intimidation to force him into compliance,2,73
the shareholders are involved in a company dispute over profit distribution,1,75
the investigation revealed evidence of large scale commercial fraud,1,67
authorities seized counterfeit products involved in a brand imitation case,1,74
custody battle over teenage child,0,33
the mother filed a case requesting legal recognition of her child,0,65
a dispute arose after one brand copied another s product logo,1,61
we discovered a worker taking office equipment without permission,1,65
the husband and wife agreed to reunite following their divorce,0,62
the incident involved violence that caused injuries to several individuals,2,74
the husband requested his dowry back following separation,0,57
the court handled a rental issue involving delayed payments for a business office,1,81
the victim filed a complaint after her cyber privacy was violated online,2,72
i need advice on what to do after my bike was stolen,2,52
both parties renegotiated the deal to extend exclusivity rights for two more years,1,82
the other parent refuses to let me visit my kid despite the ruling,0,66
i want to know how to report workplace harassment safely,2,56
i m seeking help from a lawyer to finalize my divorce quickly,0,61
the mother filed a case to secure her contact rights with the children,0,70
i m looking for a way to get divorced fast with the help of a lawyer,0,68
the board discussed strategies to minimize business risk exposure,1,65
what can i do if my neighbor ignores noise complaints,2,53
a case was filed to register the applicant as a foster parent,0,61
i want to report my company for breaking the employment agreement,1,65
i m seeking help to enforce my rights under the job contract,1,60
i m a victim of online defamation and need legal advice,2,55
the police received complaints regarding environmental damage from abandoned waste,2,82
the victim demanded compensation for injuries resulting from malpractice,2,72
a delivery employee was reported for a driving offense during work hours,1,72
cyberbullying victim seeking advice about pressing charges,2,58
a business partner was accused of making a threat to force contract changes,1,75
what are my options if mediation doesn t work during divorce,0,60
the case was about enforcing contact rights as ordered by the court,0,67
security cameras captured the theft of merchandise inside the store,1,67
the case involves identity theft and a fake loan application,2,60
the spouses are facing problems in their marriage,0,49
the investors lost their shares due to the company s bankruptcy case,1,68
i need legal help to deal with a neighbor who refuses to stop making noise,2,74
the case concerns a payment issue between two commercial partners,1,65
the employee used corporate money for personal gain and i need guidance,1,71
the wife requested legal documentation for her marriage,0,55
i lost my legal documents and need help recovering them,2,55
the company faced legal action for violating customer privacy,1,61
she filed a complaint after suffering personal data misuse on social media,2,74
my neighbor has been cutting down trees on my property without permission,2,73
what are my options if my family can t agree on dividing the inheritance,0,72
the court reviewed a complaint related to weak data protection in a public service,2,82
the case involves increasing the alimony due to financial hardship,0,66
there s a dispute between a landlord and tenant over unpaid rent,1,64
my husband won t accept that our marriage is over,0,49
both parties consented to reunite and continue their marriage,0,61
the victim reported environmental safety risks caused by improper waste disposal,2,80
i want to file a complaint against my insurer for rejecting my claim,2,68
unpaid alimony issue need advice on how to enforce the judgment,0,63
the wife sought legal documentation to prove her marriage,0,57
someone took my pictures and posted them online as their own,2,60
the court handled a lawsuit involving financial loss caused by supplier negligence,1,82
a case was filed after a data breach revealed sensitive personal documents,2,74
what should i do if my company breached my employment agreement,1,63
i m asking for advice on how to report a social media user for defamation,2,73
what should i do if i get into an accident with an uninsured driver,2,67
i need legal help to report online fraud using my personal details,2,66
my husband won t agree to a divorce even though we keep having issues,0,69
the company was fined after its delivery truck committed several traffic violations,1,83
the client reported a bank issue related to delayed fund processing,1,67
the police investigated an extortion attempt made through anonymous emails,2,74
the seller took my money and never sent the product,1,51
cybercrime case need help writing and submitting a police report,2,64
my siblings and i are arguing about how to divide our late parent s property,0,76
the victim reported reputation damage due to misleading social media content,2,76
this case involves a disagreement among siblings about inherited property,0,73
a dispute arose regarding missing legal documents of the marriage,0,65
the tenant filed a complaint regarding a rental issue with the landlord,2,71
need advice on legal guardianship of minor,0,42
people are using public land for private construction and i want to take action,2,79
the company faced an injury claim due to unsafe equipment,1,57
i m seeking legal advice about a landlord ignoring rental laws,1,62
authorities investigated a malpractice case involving a professional consultant,2,79
what can i do if a company breaches a product warranty,1,54
a case was raised concerning unauthorized use of a registered trademark,1,71
i ve reported maintenance issues but the landlord won t take any action,1,71
the company filed an intellectual property dispute over a stolen design,1,71
she requested modification of the care decision after remarriage,0,64
the investigation linked several firms to a large scale financial crime network,1,79
my business partner is hiding company revenue from the tax authorities,1,70
the case involves copyright infringement of personal images published online,2,76
my partner is falsifying company records and i m afraid i ll be held responsible,1,80
refusal to honor warranty car repair shop denied fixing the problem,1,67
the marriage was officially terminated by court order,0,53
online fraud involving personal data,2,36
i m asking for legal advice on how to claim compensation for car damage,2,71
what can i do if my landlord threatens to evict me illegally,2,60
the husband claimed they were still married requiring proof of divorce,0,70
i m asking for guidance on filing a complaint about online defamation,2,69
there s a dispute between partners over how to divide the business profits,1,74
authorities intervened to ensure proper care for the incapacitated person,0,73
the investor appealed to restore his rights after company mismanagement,1,71
both parties agreed to mediation to resolve the ongoing loan dispute,1,68
the court approved the divorce since both sides consented,0,57
the case concerns verification of an online transaction record,1,62
i didn t steal anything but the store treated me like a criminal,2,64
the store refused to fix or replace the defective item under warranty,1,69
an employee reported harassment in the workplace and i need legal guidance,2,74
my client backed out after the deal was finalized and won t sign the papers,1,75
authorities seized false documents submitted to obtain business approval,1,72
i want to take action against a worker who stole from the business account,1,74
the discrimination has affected my job and i need legal support,2,63
the inventor sold the patent to a foreign company under a licensing agreement,1,77
i m suing the father for failing to support his children financially,0,68
authorities investigated allegations of neglect by the foster parent,0,68
i was stopped by store security for something i didn t do and i want advice,2,75
i m seeking help to settle an argument over property left by my parent,0,70
the court reviewed a commercial dispute involving a financial threat,1,68
someone entered my land and removed trees illegally,2,51
i reached an agreement with my client but they won t sign the contract now,1,74
a coworker sent defamatory emails about me at work,2,50
i m seeking legal advice about delays in adoption approval,0,58
i need legal advice to find out who must cover the repair expenses after the crash,2,82
the ministry monitored all institutions involved in orphan care,0,63
i need guidance on how to cover my losses after the crash,2,57
a rental issue arose between two businesses over a warehouse agreement,1,70
i want to know how to fix mistakes in my adoption paperwork,0,59
i m looking for advice on how to report unauthorized building activity,2,70
